snippet,Nummer,Rechtswert,Hochwert,Tiefe [m],layer
"Depth: 1,85 m
Magnetic Moment: 29,616 Am²",438,443051.981,5936865.569,1.9,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 27,453 Am²",439,443052.732,5936861.461,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 21,806 Am²",440,443052.514,5936872.461,1.3,Stoerkoerper Magnetik Nord
"Depth: 2,05 m
Magnetic Moment: 51,327 Am²",441,443038.62,5936868.478,2.1,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 1,424 Am²",442,443061.231,5936882.503,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 3,251 Am²",443,443046.048,5936891.882,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,65 m
Magnetic Moment: 0,177 Am²",444,443057.407,5936897.145,0.7,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,238 Am²",445,443024.902,5936891.685,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 37,242 Am²",446,443029.829,5936902.473,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 1,236 Am²",447,443021.693,5936903.47,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,90 m
Magnetic Moment: 1,764 Am²",448,443055.821,5936915.008,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 2,093 Am²",449,443040.335,5936928.34,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 14,839 Am²",450,443049.152,5936934.183,0.9,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 32,692 Am²",451,443030.589,5936932.555,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 2,116 Am²",452,443041.166,5936956.021,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,45 m
Magnetic Moment: 0,058 Am²",453,443038.091,5936962.206,0.5,Stoerkoerper Magnetik Nord
"Depth: 2,25 m
Magnetic Moment: 128,591 Am²",454,443023.191,5936957.686,2.3,Stoerkoerper Magnetik Nord
"Depth: 0,60 m
Magnetic Moment: 0,755 Am²",455,443035.032,5936973.94,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,75 m
Magnetic Moment: 1,352 Am²",456,443028.754,5936971.415,0.8,Stoerkoerper Magnetik Nord
"Depth: 1,05 m
Magnetic Moment: 2,305 Am²",457,443024.143,5936970.421,1.1,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 4,449 Am²",458,443009.499,5936966.397,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,85 m
Magnetic Moment: 105,880 Am²",459,443006.851,5936983.174,1.9,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,125 Am²",460,443024.024,5936989.716,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,85 m
Magnetic Moment: 1,347 Am²",461,443007.779,5937014.853,0.9,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,088 Am²",462,443012.488,5937028.293,0.5,Stoerkoerper Magnetik Nord
"Depth: 0,50 m
Magnetic Moment: 0,071 Am²",463,443011.766,5937026.452,0.5,Stoerkoerper Magnetik Nord
"Depth: 1,30 m
Magnetic Moment: 18,585 Am²",464,443001.448,5937033.023,1.3,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 1,167 Am²",465,443005.389,5937044.923,1,Stoerkoerper Magnetik Nord
"Depth: 1,70 m
Magnetic Moment: 15,658 Am²",466,442989.058,5937041.919,1.7,Stoerkoerper Magnetik Nord
"Depth: 1,35 m
Magnetic Moment: 184,620 Am²",467,442986.147,5937045.103,1.4,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 3,245 Am²",468,442978.57,5937046.843,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 1,586 Am²",469,443002.213,5937055.208,1.2,Stoerkoerper Magnetik Nord
"Depth: 0,35 m
Magnetic Moment: 0,071 Am²",470,443001.889,5937057.411,0.4,Stoerkoerper Magnetik Nord
"Depth: 1,50 m
Magnetic Moment: 137,113 Am²",471,442998.893,5937049.249,1.5,Stoerkoerper Magnetik Nord
"Depth: 0,55 m
Magnetic Moment: 0,195 Am²",472,442976.323,5937055.417,0.6,Stoerkoerper Magnetik Nord
"Depth: 0,95 m
Magnetic Moment: 2,421 Am²",473,442982.135,5937060.746,1,Stoerkoerper Magnetik Nord
"Depth: 1,15 m
Magnetic Moment: 3,370 Am²",474,442970.026,5937076.386,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,45 m
Magnetic Moment: 2,483 Am²",475,442976.134,5937085.61,1.5,Stoerkoerper Magnetik Nord
"Depth: 1,20 m
Magnetic Moment: 20,064 Am²",476,442985.922,5937084.844,1.2,Stoerkoerper Magnetik Nord
"Depth: 1,25 m
Magnetic Moment: 2,516 Am²",477,442966.876,5937088.87,1.3,Stoerkoerper Magnetik Nord
"Depth: 1,55 m
Magnetic Moment: 32,035 Am²",478,442983.067,5937096.874,1.6,Stoerkoerper Magnetik Nord
"Depth: 2,00 m
Magnetic Moment: 60,226 Am²",479,442972.426,5937093.203,2,Stoerkoerper Magnetik Nord
,,,,,Stoerkoerper Magnetik Nord Restflaeche
,1171,443631.208,5935621.645,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1172,443631.894,5935620.537,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1173,443030.383,5936932.724,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1174,443229.388,5936284.525,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1175,443638.309,5935592.819,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1176,443633.151,5935604.527,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1177,443634.386,5935599.114,1,Stoerkoerper Magnetik Nord Restflaeche
,1178,443470.349,5935866.705,1,Stoerkoerper Magnetik Nord Restflaeche
,1179,442986.173,5937084.76,1,Stoerkoerper Magnetik Nord Restflaeche
,1180,443628.634,5935615.428,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1181,443820.932,5935311.959,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1182,443023.179,5936957.153,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1183,443001.496,5936966.361,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1184,443621.545,5935620.362,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1185,443065.155,5936793.847,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1186,442980.793,5937032.24,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1187,443666.828,5935549.289,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1188,443628.753,5935621.175,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1189,443554.666,5935728.733,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1190,443234.614,5936282.613,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1191,443022.811,5936959.807,1.8,Stoerkoerper Magnetik Nord Restflaeche
,1192,443755.398,5935253.413,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1193,443015.863,5936968.138,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1194,443402.232,5935992.736,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1195,443626.921,5935614.299,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1196,442999.959,5936967.379,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1197,443051.484,5936862.541,1.8,Stoerkoerper Magnetik Nord Restflaeche
,1198,443626.746,5935624.748,2,Stoerkoerper Magnetik Nord Restflaeche
,1199,443097.458,5936690.84,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1200,443019.672,5936968.992,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1201,443627.869,5935626.684,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1202,442964.733,5937089.216,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1203,443052.122,5936861.534,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1204,443020.828,5936965.329,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1205,443594.776,5935668.069,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1206,443127.322,5936605.356,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1207,442982.718,5937026.019,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1208,443626.14,5935615.858,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1209,442981.253,5937033.035,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1210,443625.568,5935622.363,2.5,Stoerkoerper Magnetik Nord Restflaeche
,1211,443010.409,5936988.497,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1212,443623.661,5935625.885,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1213,443347.957,5936080.861,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1214,443052.405,5936860.131,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1215,442991.542,5936994.922,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1216,443100.155,5936678.211,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1217,443627.132,5935611.097,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1218,442983.692,5937065.496,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1219,442975.528,5937051.648,1,Stoerkoerper Magnetik Nord Restflaeche
,1220,443562.561,5935720.141,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1221,443026.215,5936943.621,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1222,443159.435,5936478.208,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1223,443781.337,5935265.648,1,Stoerkoerper Magnetik Nord Restflaeche
,1224,443694.069,5935253.6,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1225,443022.369,5936943.817,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1226,443570.689,5935714.395,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1227,443624.382,5935615.179,1,Stoerkoerper Magnetik Nord Restflaeche
,1228,442976.895,5937044.783,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1229,443625.798,5935629.058,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1230,443568.483,5935713.771,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1231,443625.996,5935612.211,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1232,443550.712,5935744.926,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1233,443055.458,5936785.566,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1234,443625.899,5935612.462,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1235,443238.337,5936259.625,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1236,442981.509,5937033.531,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1237,443082.435,5936755.201,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1238,443065.707,5936814.835,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1239,443572.177,5935700.931,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1240,443812.382,5935307.613,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1241,443393.825,5936012.681,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1242,443667.937,5935550.075,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1243,443160.536,5936478.245,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1244,443047.611,5936806.404,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1245,443625.522,5935618.565,2.5,Stoerkoerper Magnetik Nord Restflaeche
,1246,443144.042,5936524.18,1,Stoerkoerper Magnetik Nord Restflaeche
,1247,443626.677,5935619.001,1,Stoerkoerper Magnetik Nord Restflaeche
,1248,443054.464,5936852.608,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1249,443575.813,5935699.788,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1250,443815.111,5935301.732,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1251,443558.346,5935722.94,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1252,443636.112,5935597.194,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1253,443556.43,5935725.763,1.3,Stoerkoerper Magnetik Nord Restflaeche
,1254,443203.895,5936346.913,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1255,443214.688,5936317.442,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1256,443641.415,5935589.232,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1257,443686.562,5935527.608,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1258,443817.441,5935300.154,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1259,443228.736,5936284.283,1.9,Stoerkoerper Magnetik Nord Restflaeche
,1260,443723.937,5935468.177,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1261,443800.186,5935286.815,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1262,443693.676,5935250.005,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1263,443250.226,5936242.387,1,Stoerkoerper Magnetik Nord Restflaeche
,1264,443730.954,5935453.147,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1265,443683.229,5935241.683,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1266,443642.413,5935593.219,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1267,443116.065,5936646.13,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1268,442992.777,5936989.559,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1269,443064.425,5936812.151,2.2,Stoerkoerper Magnetik Nord Restflaeche
,1270,443098.327,5936692.429,0.1,Stoerkoerper Magnetik Nord Restflaeche
,1271,443624.419,5935618.228,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1272,443772.588,5935273.801,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1273,443235.637,5936267.955,1,Stoerkoerper Magnetik Nord Restflaeche
,1274,443624.459,5935617.428,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1275,443058.862,5936810.968,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1276,443105.181,5936663.855,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1277,443626.055,5935617.109,0.1,Stoerkoerper Magnetik Nord Restflaeche
,1278,443717.817,5935470.5,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1279,443214.695,5936318.042,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1280,443630.468,5935610.008,0.1,Stoerkoerper Magnetik Nord Restflaeche
,1281,443636.121,5935602.042,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1282,443133.861,5936571.288,2,Stoerkoerper Magnetik Nord Restflaeche
,1283,443775.167,5935263.773,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1284,443493.615,5935831.186,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1285,443711.002,5935252.646,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1286,443415.978,5935971.877,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1287,443432.992,5935944.33,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1288,443145.784,5936519.36,1.3,Stoerkoerper Magnetik Nord Restflaeche
,1289,443635.456,5935600.801,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1290,443629.989,5935607.614,3.4,Stoerkoerper Magnetik Nord Restflaeche
,1291,443795.607,5935267.626,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1292,443633.485,5935603.173,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1293,443637.165,5935601.58,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1294,442993.404,5936991.801,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1295,443054.914,5936786.023,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1296,442986.932,5937010.623,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1297,443025.849,5936942.226,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1298,443215.598,5936305.785,2.2,Stoerkoerper Magnetik Nord Restflaeche
,1299,443822.165,5935289.8,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1300,443245.143,5936243.698,1.8,Stoerkoerper Magnetik Nord Restflaeche
,1301,443216.006,5936306.48,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1302,443727.436,5935447.391,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1303,443056.951,5936780.85,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1304,443119.318,5936613.1,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1305,443633.615,5935601.472,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1306,443728.327,5935459.177,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1307,443249.501,5936240.297,1,Stoerkoerper Magnetik Nord Restflaeche
,1308,443057.404,5936781.144,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1309,443679.117,5935240.633,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1310,442987.855,5937008.413,1,Stoerkoerper Magnetik Nord Restflaeche
,1311,443162.443,5936474.773,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1312,443728.375,5935450.679,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1313,443247.902,5936244.465,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1314,443818.907,5935297.387,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1315,443635.196,5935604.103,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1316,443019.498,5936971.143,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1317,443247.258,5936236.625,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1318,443632.393,5935603.786,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1319,443250.109,5936240.989,2.8,Stoerkoerper Magnetik Nord Restflaeche
,1320,443024.317,5936931.247,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1321,443019.04,5936970.449,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1322,443632.224,5935602.189,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1323,443682.228,5935537.208,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1324,443424.555,5935945.182,2.3,Stoerkoerper Magnetik Nord Restflaeche
,1325,443630.209,5935609.211,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1326,443488.203,5935838.349,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1327,443249.91,5936245.19,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1328,443275.329,5936201.648,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1329,442973.077,5937097.264,1.6,Stoerkoerper Magnetik Nord Restflaeche
,1330,443634.627,5935602.56,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1331,443572.735,5935705.723,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1332,443146.324,5936518.554,1,Stoerkoerper Magnetik Nord Restflaeche
,1333,443246.283,5936238.686,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1334,443032.042,5936904.362,1.8,Stoerkoerper Magnetik Nord Restflaeche
,1335,443057.436,5936779.644,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1336,443277.268,5936184.08,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1337,443101.883,5936688.887,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1338,443624.803,5935621.072,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1339,443623.357,5935621.39,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1340,443247.437,5936243.221,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1341,443380.399,5936014.391,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1342,443110.585,5936643.496,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1343,443644.052,5935584.052,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1344,443640.408,5935588.645,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1345,443790.272,5935327.022,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1346,443177.002,5936438.359,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1347,443064.954,5936793.75,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1348,443622.423,5935622.701,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1349,443578.213,5935699.859,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1350,443118.472,5936634.254,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1351,442980.141,5937036.197,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1352,443774.697,5935257.93,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1353,443020.577,5936902.851,1,Stoerkoerper Magnetik Nord Restflaeche
,1354,443394.713,5936015.919,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1355,443616.903,5935629.265,1.3,Stoerkoerper Magnetik Nord Restflaeche
,1356,443481.334,5935857.476,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1357,443229.016,5936282.68,2.6,Stoerkoerper Magnetik Nord Restflaeche
,1358,443788.924,5935264.707,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1359,443015.018,5936968.498,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1360,443100.081,5936680.311,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1361,443556.354,5935727.763,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1362,443119.546,5936632.142,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1363,443056.388,5936783.906,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1364,443194.745,5936381.653,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1365,443383.341,5936009.608,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1366,443250.085,5936238.94,1.9,Stoerkoerper Magnetik Nord Restflaeche
,1367,443097.972,5936704.53,1,Stoerkoerper Magnetik Nord Restflaeche
,1368,443008.572,5936981.222,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1369,443207.792,5936346.716,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1370,443640.276,5935590.096,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1371,443014.718,5936922.715,1,Stoerkoerper Magnetik Nord Restflaeche
,1372,443143.665,5936526.034,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1373,443035.052,5936896.929,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1374,443253.455,5936240.749,3.4,Stoerkoerper Magnetik Nord Restflaeche
,1375,443062.338,5936800.729,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1376,443185.507,5936397.419,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1377,443078.866,5936761.842,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1378,443117.871,5936638.31,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1379,443621.792,5935624.308,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1380,443251.325,5936238.176,1.5,Stoerkoerper Magnetik Nord Restflaeche
,1381,443082.64,5936751.4,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1382,443252.033,5936238.867,2.5,Stoerkoerper Magnetik Nord Restflaeche
,1383,443360.214,5936048.474,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1384,443032.189,5936908.26,2.1,Stoerkoerper Magnetik Nord Restflaeche
,1385,443247.359,5936236.724,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1386,443014.124,5936923.222,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1387,443401.341,5935980.9,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1388,443333.754,5936092.778,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1389,443137.619,5936567.844,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1390,443375.441,5936026.098,0,Stoerkoerper Magnetik Nord Restflaeche
,1391,443813.381,5935278.409,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1392,443454.341,5935911.484,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1393,443028.314,5936935.248,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1394,443056.074,5936782.71,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1395,443251.125,5936233.979,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1396,443245.019,5936241.65,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1397,443393.472,5935995.79,0.1,Stoerkoerper Magnetik Nord Restflaeche
,1398,443620.551,5935624.972,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1399,442961.614,5937095.902,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1400,443116.41,5936637.328,1.5,Stoerkoerper Magnetik Nord Restflaeche
,1401,443334.44,5936091.621,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1402,443056.418,5936782.206,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1403,443574.187,5935701.806,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1404,443201.125,5936365.941,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1405,443640.674,5935594.14,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1406,443032.332,5936903.509,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1407,443052.412,5936856.532,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1408,443035.923,5936898.668,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1409,443405.389,5935980.851,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1410,443330.226,5936094.47,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1411,443019.696,5936966.792,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1412,443177.601,5936438.352,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1413,443024.138,5936953.793,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1414,443679.57,5935536.44,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1415,443106.087,5936660.195,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1416,443760.569,5935405.156,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1417,443063.086,5936800.52,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1418,442986.683,5937052.314,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1419,443425.437,5935943.771,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1420,443058.594,5936780.33,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1421,443732.236,5935443.335,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1422,443053.552,5936855.768,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1423,443542.429,5935750.324,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1424,442980.973,5937030.589,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1425,443198.971,5936357.269,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1426,443461.353,5935900.153,2.1,Stoerkoerper Magnetik Nord Restflaeche
,1427,443116.842,5936640.072,2.3,Stoerkoerper Magnetik Nord Restflaeche
,1428,443537.375,5935758.182,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1429,443024.716,5936951.986,2.5,Stoerkoerper Magnetik Nord Restflaeche
,1430,443400.633,5935988.556,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1431,443804.893,5935275.012,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1432,443488.667,5935847.84,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1433,443389.749,5936002.133,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1434,443250.009,5936245.089,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1435,443689.981,5935508.473,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1436,443004.118,5936959.931,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1437,443067.713,5936782.12,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1438,443255.116,5936241.629,2.4,Stoerkoerper Magnetik Nord Restflaeche
